subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose,cid_datasus
V299,Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado,V29,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V302,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V309,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V305,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em um acidente de trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V300,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em acidente não-de-trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V306,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V301,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em acidente não-de-trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V303,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V307,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V304,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - pessoa traumatizada ao subir ou descer do veículo,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V311,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - passageiro traumatizado em acidente não-de-trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V315,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - condutor traumatizado em um acidente de trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V316,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V319,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V312,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V313,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V317,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V314,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - pessoa traumatizada ao subir ou descer do veículo,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V310,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - condutor traumatizado em acidente não-de-trânsito,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V327,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V326,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V321,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - passageiro traumatizado em acidente não-de-trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V329,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V322,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V323,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V324,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - pessoa traumatizada ao subir ou descer do veículo,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V320,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - condutor traumatizado em acidente não-de-trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V325,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - condutor traumatizado em um acidente de trânsito,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0,0
V333,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V336,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - passageiro traumatizado em um acidente de trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V334,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa traumatizada ao subir ou descer do veículo",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V330,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - condutor traumatizado em acidente não-de-trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V332,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V331,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - passageiro traumatizado em acidente não-de-trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V335,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V337,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V339,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito",V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete",XX,Causas externas de morbidade e de mortalidade,0,0,0
V342,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V345,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em um acidente de trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V343,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V344,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizada ao subir ou descer do veículo,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V349,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V341,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em acidente não-de-trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V346,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V347,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V340,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em acidente não-de-trânsito,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0,0
V354,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa traumatizada ao subir ou descer do veículo,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V356,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V350,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor traumatizado em acidente não-de-trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V351,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em acidente não-de-trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V355,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor traumatizado em um acidente de trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V352,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V357,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V353,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V359,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0,0
V363,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V364,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizada ao subir ou descer do veículo,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V361,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em acidente não-de-trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V366,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V369,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V362,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V365,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em um acidente de trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V360,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em acidente não-de-trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V367,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V370,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em acidente não-de-trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V375,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em um acidente de trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V376,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V372,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V373,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V371,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em acidente não-de-trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V374,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizada ao subir ou descer do veículo,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V377,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V379,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0,0
V382,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V387,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V383,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V386,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V389,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V380,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - condutor traumatizado em acidente não-de-trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V384,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - pessoa traumatizada ao subir ou descer do veículo,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V385,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - condutor traumatizado em um acidente de trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V381,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em acidente não-de-trânsito,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0,0
V394,"Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V395,"Passageiro traumatizado em colisão outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V396,"Ocupante não especificado de um triciclo motorizado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V392,"Ocupante não especificado de um triciclo motorizado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V399,"Ocupante [qualquer] de um triciclo motorizado, traumatizado em acidente de trânsito não especificado",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V390,"Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V391,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V393,Ocupante [qualquer] de um triciclo motorizado traumatizado em um acidente não especificado e não-de-trânsito,V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V398,Ocupante [qualquer] de um triciclo motorizado traumatizado em outros acidentes de trânsito especificados,V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0,0
V404,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - pessoa traumatizada ao subir ou descer do veículo,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V406,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V403,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um automóvel [carro] traumatizado em um acidente não-de-trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V407,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V402,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V405,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - condutor [motorista] traumatizado em um acidente de trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V401,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente não-de-trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V400,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - condutor [motorista] traumatizado em um acidente não-de-trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V409,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0,0
V414,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal - pessoa traumatizada ao subir ou descer do veículo,V41,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0,0
